species,genes.Inclusion,genes.GeneName,genes.KO,genes.Threshold,genes.Score,genes.Evalue,genes.KODefinition,Gene ID,Gene Description
Corynebacterium_glutamicum_SCgG1strain_SCgG1,*,Corynebacterium_glutamicum_SCgG1strain_SCgG1_01693,K00595,219.93,290.3,4.4e-87,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_glutamicum_SCgG1strain_SCgG1,*,Corynebacterium_glutamicum_SCgG1strain_SCgG1_01995,K02303,259.40,331.2,1.9e-99,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_glutamicum_SCgG1strain_SCgG1,*,Corynebacterium_glutamicum_SCgG1strain_SCgG1_02193,K02231,47.07,209.3,1.6e-62,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_glutamicum_SCgG1strain_SCgG1,*,Corynebacterium_glutamicum_SCgG1strain_SCgG1_02194,K00768,120.60,471.2,8.8e-142,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_glutamicum_SCgG1strain_SCgG1,*,Corynebacterium_glutamicum_SCgG1strain_SCgG1_02195,K02233,72.47,173.3,1.5e-51,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_glutamicum_SCgG1strain_SCgG1,*,Corynebacterium_glutamicum_SCgG1strain_SCgG1_02228,K22316,318.33,534.7,3.3e-161,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_glutamicum_SCgG1strain_SCgG1,*,Corynebacterium_glutamicum_SCgG1strain_SCgG1_02595,K00798,37.20,233.6,3.7e-70,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170,*,Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170_00664,K02492,72.67,467.2,2e-140,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170,*,Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170_00665,K01749,112.17,337.6,2e-101,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170,*,Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170_00666,K13542,412.30,658.3,3.5e-198,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170,*,Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170_00667,K01698,175.97,556.9,1.3e-167,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170,*,Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170_00671,K01845,309.63,592.6,2.1e-178,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170,*,Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170_01577,K02303,259.40,318.7,1.4e-95,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170,*,Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170_02043,K00768,120.60,175.3,3.6e-52,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170,,Corynebacterium_glyciniphilum_AJ_3170strain_AJ_3170_02077,K22316,318.33,244.9,3.2e-73,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_halotolerans_YIM_70093_DSM_44683,*,Corynebacterium_halotolerans_YIM_70093_DSM_44683_00423,K02492,72.67,461.6,8.7e-139,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_halotolerans_YIM_70093_DSM_44683,*,Corynebacterium_halotolerans_YIM_70093_DSM_44683_00424,K01749,112.17,376.6,2.6e-113,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_halotolerans_YIM_70093_DSM_44683,*,Corynebacterium_halotolerans_YIM_70093_DSM_44683_00426,K13542,412.30,670.2,7.8e-202,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_halotolerans_YIM_70093_DSM_44683,*,Corynebacterium_halotolerans_YIM_70093_DSM_44683_00427,K01698,175.97,561.2,5.8e-169,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_halotolerans_YIM_70093_DSM_44683,*,Corynebacterium_halotolerans_YIM_70093_DSM_44683_00438,K01845,309.63,604.8,3.8e-182,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_halotolerans_YIM_70093_DSM_44683,*,Corynebacterium_halotolerans_YIM_70093_DSM_44683_01787,K02303,259.40,322.8,6.6e-97,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_halotolerans_YIM_70093_DSM_44683,*,Corynebacterium_halotolerans_YIM_70093_DSM_44683_01978,K00768,120.60,372.4,7e-112,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_halotolerans_YIM_70093_DSM_44683,*,Corynebacterium_halotolerans_YIM_70093_DSM_44683_02044,K22316,318.33,496.7,1.1e-149,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392,*,Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392_00304,K02492,72.67,480.0,2.1e-144,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392,*,Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392_00305,K01749,112.17,351.5,9.1e-106,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392,*,Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392_00311,K13542,412.30,658.5,2.4e-198,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392,*,Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392_00312,K01698,175.97,564.7,4.6e-170,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392,*,Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392_00319,K01845,309.63,618.0,3.5e-186,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392,*,Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392_01841,K00768,120.60,360.0,3.4e-108,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392,*,Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392_01893,K22316,318.33,513.9,5.8e-155,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392,*,Corynebacterium_humireducens_NBRC_106098___DSM_45392strain_DSM_45392_02433,K02303,259.40,323.5,3.6e-97,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_imitans_NCTC13015,*,Corynebacterium_imitans_NCTC13015_00333,K02492,72.67,481.9,5e-145,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_imitans_NCTC13015,*,Corynebacterium_imitans_NCTC13015_00334,K01749,112.17,362.0,5.3e-109,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_imitans_NCTC13015,*,Corynebacterium_imitans_NCTC13015_00335,K13542,412.30,641.7,2.6e-193,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_imitans_NCTC13015,*,Corynebacterium_imitans_NCTC13015_00336,K01698,175.97,547.3,7.6e-165,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_imitans_NCTC13015,*,Corynebacterium_imitans_NCTC13015_00345,K01845,309.63,610.6,5.7e-184,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_imitans_NCTC13015,*,Corynebacterium_imitans_NCTC13015_01585,K02303,259.40,310.5,3e-93,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_imitans_NCTC13015,*,Corynebacterium_imitans_NCTC13015_01726,K00768,120.60,289.4,7.4e-87,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_imitans_NCTC13015,*,Corynebacterium_imitans_NCTC13015_01765,K22316,318.33,449.9,1.4e-135,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_jeikeium_LK28,*,Corynebacterium_jeikeium_LK28_00113,K22316,318.33,416.7,1.3e-125,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_jeikeium_LK28,*,Corynebacterium_jeikeium_LK28_00152,K00768,120.60,280.6,2.9e-84,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_jeikeium_LK28,*,Corynebacterium_jeikeium_LK28_00968,K02492,72.67,494.9,4.9e-149,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_jeikeium_LK28,*,Corynebacterium_jeikeium_LK28_00969,K01749,112.17,325.0,7.6e-98,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_jeikeium_LK28,*,Corynebacterium_jeikeium_LK28_00970,K13542,412.30,650.2,5.7e-196,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_jeikeium_LK28,*,Corynebacterium_jeikeium_LK28_00971,K01698,175.97,564.3,4.5e-170,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_jeikeium_LK28,*,Corynebacterium_jeikeium_LK28_00975,K01845,309.63,599.5,1.1e-180,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_jeikeium_LK28,*,Corynebacterium_jeikeium_LK28_01625,K02303,259.40,328.7,7.2e-99,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00441,K00798,37.20,231.3,1.2e-69,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00478,K02228,126.63,317.7,1.4e-95,precorrin-6A synthase [EC:2.1.1.152],cobF,precorrin-6A synthase 
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00697,K02227,96.90,324.3,1.5e-97,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00704,K22316,318.33,217.3,4.7e-65,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00723,K02233,72.47,160.6,8e-48,adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],cobS/cobV,adenosylcobinamide-GDP ribazoletransferase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00724,K00768,120.60,491.8,3.5e-148,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21],cobU/cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00725,K02231,47.07,192.8,1.1e-57,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62],cobP/cobU,adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00920,K02230,1031.53,1501.3,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00921,K02229,272.23,388.4,5.2e-117,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00922,K06042,132.10,303.1,3e-91,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00923,K03394,130.73,260.1,2.5e-78,precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151],cobI/cbiL,precorrin-2/cobalt-factor-2 C20-methyltransferase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00925,K05895,156.53,340.0,2.7e-102,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106],cobK/cbiJ,precorrin-6A/cobalt-precorrin-6A reductase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00926,K05936,231.50,386.0,3.2e-116,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],cobM/cbiF,precorrin-4/cobalt-precorrin-4 C11-methyltransferase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_00927,K00595,219.93,460.7,6.1e-139,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_01180,K02303,259.40,295.9,7.1e-89,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],cobA,uroporphyrin-III C-methyltransferase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_01181,K02224,128.03,581.4,2.5e-175,"cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",cobB/cbiA,"cobyrinic acid a,c-diamide synthase"
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_01182,K19221,114.37,224.1,2.7e-67,cob(I)alamin adenosyltransferase [EC:2.5.1.17],cobA/btuR,cob(I)alamin adenosyltransferase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_01188,K02232,241.80,630.4,5.1e-190,adenosylcobyric acid synthase [EC:6.3.5.10],cobQ/cbiP,adenosylcobyric acid synthase 
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_01514,K04719,214.00,143.8,7.9e-43,"5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]",bluB,"5,6-dimethylbenzimidazole synthase "
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_01951,K01845,309.63,633.5,5.7e-191,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_01955,K01698,175.97,573.9,6.1e-173,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_01956,K13542,412.30,637.8,3.5e-192,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75],cobA-hemD,uroporphyrinogen III methyltransferase / synthase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_01957,K01749,112.17,313.3,2.9e-94,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385,*,Corynebacterium_kroppenstedtii_DSM_44385strain_DSM_44385_01958,K02492,72.67,450.7,1.3e-135,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_00061,K02228,126.63,334.4,1.2e-100,precorrin-6A synthase [EC:2.1.1.152],cobF,precorrin-6A synthase 
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_00101,K00798,37.20,234.6,1.2e-70,cob(I)alamin adenosyltransferase [EC:2.5.1.17],pduO,cob(I)alamin adenosyltransferase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_00430,K01845,309.63,612.7,1.1e-184,"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]",hemL,"glutamate-1-semialdehyde 2,1-aminomutase"
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_00435,K01698,175.97,557.3,6.5e-168,porphobilinogen synthase [EC:4.2.1.24],hemB,porphobilinogen synthase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_00436,K01719,45.83,174.0,6.6e-52,uroporphyrinogen-III synthase [EC:4.2.1.75],hemD,uroporphyrinogen-III synthase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_00437,K01749,112.17,343.0,2.8e-103,hydroxymethylbilane synthase [EC:2.5.1.61],hemC,hydroxymethylbilane synthase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_00438,K02492,72.67,453.5,1.8e-136,glutamyl-tRNA reductase [EC:1.2.1.70],hemA,glutamyl-tRNA reductase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_01323,K02227,96.90,351.8,6.7e-106,adenosylcobinamide-phosphate synthase [EC:6.3.1.10],cobD/cbiB,adenosylcobinamide-phosphate synthase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_01330,K22316,318.33,523.8,4.6e-158,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73],cobC/rnhA,ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_01580,K02230,1031.53,1479.5,0,cobaltochelatase CobN [EC:6.6.1.2],cobN,cobaltochelatase CobN
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_01581,K02229,272.23,376.1,2.9e-113,precorrin-3B synthase [EC:1.14.13.83],cobG,precorrin-3B synthase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_01582,K06042,132.10,301.7,7.9e-91,precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60],cobH/cbiC,precorrin-8X/cobalt-precorrin-8 methylmutase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_01583,K13540,602.20,770.2,1e-232,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131],cobIJ,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_01585,K05895,156.53,337.6,1.5e-101,precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106],cobK/cbiJ,precorrin-6A/cobalt-precorrin-6A reductase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_01586,K05936,231.50,383.1,2.6e-115,precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271],cobM/cbiF,precorrin-4/cobalt-precorrin-4 C11-methyltransferase
Corynebacterium_kutscheri_NCTC949,*,Corynebacterium_kutscheri_NCTC949_01587,K00595,219.93,424.5,6e-128,"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]",cobL/cbiET,"precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase"
